course_id,university_id,subject_code,title,level,start_year,start_month,duration_years,location,entry_requirements,overview,modules,course_url
C_NCI021_01,IRL021,BUSINESS_MANAGEMENT,BA (Hons) in Business (Top-up),Topup,2026,September,1 Year,IFSC Dublin,"Level 7 Degree in Business; IELTS 6.0","Designed for students with a business diploma to gain a Level 8 honours degree in the heart of Dublin's financial district.","Strategic Management, Contemporary Issues in Business, Research Methods",www.ncirl.ie/Courses/BA-Honours-in-Business-Top-Up
C_NCI021_02,IRL021,COMPUTER_SCIENCE,BSc (Hons) in Computing (Top-up),Topup,2026,September,1 Year,IFSC Dublin,"Level 7 in Computing; IELTS 6.0","A technical final year focusing on software development and cloud technologies.","Cloud Computing, Advanced Databases, Strategic IT Management",www.ncirl.ie/Courses/BSc-Honours-in-Computing-Top-Up
C_ATU022_01,IRL022,QUANTITY_SURVEYING,BSc (Hons) in Quantity Surveying (Add-on),Topup,2026,September,1 Year,Galway Campus,"Level 7 in Construction/QS; IELTS 6.0","A professional-track final year for accreditation as a Chartered Quantity Surveyor.","Cost Management, Construction Law, Measurement & Estimating",www.atu.ie/courses/bsc-hons-quantity-surveying-add-on
C_ATU022_02,IRL022,DATA_ANALYTICS,BSc (Hons) in Data Analytics (Add-on),Topup,2026,September,1 Year,Galway Campus,"Level 7 in STEM field; IELTS 6.0","Bridge program for technical professionals moving into big data and statistical analysis roles.","Big Data, Machine Learning, Data Visualization",www.atu.ie/courses/bsc-hons-data-analytics-add-on
C_SET023_01,IRL023,MECHANICAL_ENGINEERING,BEng (Hons) in Mechanical Engineering (Add-on),Topup,2026,September,1 Year,Waterford Campus,"Level 7 Mechanical Engineering; IELTS 6.0","Advanced engineering principles and design project for technical honours qualification.","Heat Transfer, Mechanical Design, Engineering Project",www.setu.ie/courses/beng-hons-mechanical-engineering-add-on
C_SET023_02,IRL023,ACCOUNTING,BA (Hons) in Accounting (Add-on),Topup,2026,September,1 Year,Waterford Campus,"Level 7 Accounting; IELTS 6.0","Final year focusing on strategic financial reporting and professional exemptions.","Strategic Financial Management, Taxation, Auditing",www.setu.ie/courses/ba-hons-accounting-add-on
C_TUS026_01,IRL026,CREATIVE_MEDIA,BA (Hons) in Digital Animation (Add-on),Topup,2026,September,1 Year,Athlone Campus,"Level 7 in Animation/Media; IELTS 6.0","Intensive studio-based final year for animators to complete their honours degree.","Advanced 3D Modelling, Compositing, Portfolio Development",www.tus.ie/courses/ba-hons-digital-animation-add-on
C_TUS026_02,IRL026,CIVIL_ENGINEERING,BSc (Hons) in Civil Engineering (Add-on),Topup,2026,September,1 Year,Limerick Campus,"Level 7 Civil Engineering; IELTS 6.0","Technical management and advanced structural design for civil engineers.","Structural Analysis, Water Engineering, Geotechnical Engineering",www.tus.ie/courses/bsc-hons-civil-engineering-add-on
C_TUD027_01,IRL027,COMPUTER_SCIENCE,BSc (Hons) in Computing (Add-on),Topup,2026,September,1 Year,Grangegorman Campus,"Level 7 Computing Degree; IELTS 6.0","Ireland's largest TU offering a specialized final year in advanced computing systems.","Distributed Systems, Scalable Computing, Project",www.tudublin.ie/courses/bsc-hons-computing-add-on
C_TUD027_02,IRL027,DIGITAL_MARKETING,BSc (Hons) in Digital Marketing (Add-on),Topup,2026,September,1 Year,Tallaght Campus,"Level 7 Marketing/Business; IELTS 6.0","Focuses on the strategic application of digital tools in modern marketing.","Data Analytics, Campaign Planning, Social Media Strategy",www.tudublin.ie/courses/bsc-hons-digital-marketing-add-on
C_ABE001_01,UK001,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Dundee Campus,"Level 5 HND in Computing/related; IELTS 6.0","A bridge programme to convert technical diplomas into a full honours degree with a focus on systems development.","Advanced Software Development, Network Security, Honours Project",www.abertay.ac.uk/courses/bsc-hons-computing/
C_ABE001_02,UK001,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Dundee Campus,"Level 5 HND in Business; IELTS 6.0","Focused on strategic leadership and operational excellence for global business environments.","Strategic Management, International Marketing, Human Resource Management",www.abertay.ac.uk/courses/ba-hons-business-management/
C_ARU003_01,UK003,BUSINESS_MANAGEMENT,BSc (Hons) Business and Management (Top-up),Topup,2026,September,1 Year,Cambridge Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","Enhances management skills and strategic thinking for professional career advancement.","Strategic Management, Sustainable Business, Marketing Communications",www.aru.ac.uk/study/undergraduate/business-and-management-top-up
C_ARU003_02,UK003,NURSING,BSc (Hons) International Nursing (Top-up),Topup,2026,September,1 Year,Chelmsford Campus,"Registered Nurse qualification; IELTS 6.5","Specifically designed for international qualified nurses to upgrade to a UK BSc Honours degree.","Clinical Governance, Evidence Based Practice, Leadership in Healthcare",www.aru.ac.uk/study/undergraduate/international-nursing-top-up
C_ARD004_01,UK004,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Birmingham Campus,"Level 5 HND/Diploma; IELTS 6.0","Flexible, industry-led final year focusing on high-level management competencies.","Project Management, Contemporary Management Issues, Strategic Management",arden.ac.uk/our-courses/undergraduate/top-up-degrees/ba-hons-business-management-top-up
C_ARD004_02,UK004,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Birmingham Campus,"Level 5 HND in Computing; IELTS 6.0","Technical final year for students looking to move into software engineering or systems analysis.","Data Design, Information Security, Advanced Software Engineering",arden.ac.uk/our-courses/undergraduate/top-up-degrees/bsc-hons-computing-top-up
C_AUP006_01,UK006,DESIGN,BA (Hons) Graphic Design (Top-up),Topup,2026,September,1 Year,Plymouth Campus,"Level 5 HND/Portfolio; IELTS 6.0","Refines professional practice and studio expertise for a full honours degree qualification.","Professional Practice, Studio Project, Dissertation",www.aup.ac.uk/courses/ba-hons-graphic-design-top-up
C_BSU009_01,UK009,BUSINESS_MANAGEMENT,BA (Hons) Business and Management (Top-up),Topup,2026,September,1 Year,Newton Park Campus,"Level 5 HND; IELTS 6.0","A specialist final year designed to develop strategic leadership and professional management skills.","Strategic Management, Business Strategy, International Marketing",www.bathspa.ac.uk/courses/ug-business-and-management-top-up/
C_BIM010_01,UK010,MUSIC,BA (Hons) Creative Music Production (Top-up),Topup,2026,September,1 Year,London Campus,"Level 5 Music Tech Diploma; IELTS 6.0","Specialist final year for music producers to reach honours degree level.","Major Project, Professional Portfolio, Industry Strategy",www.bimm.ac.uk/courses/ba-hons-creative-music-production-top-up/
C_BCU012_01,UK012,BUSINESS_MANAGEMENT,BA (Hons) International Business (Top-up),Topup,2026,September,1 Year,City Centre Campus,"Level 5 Diploma; IELTS 6.0","Focuses on global operations, logistics, and international marketing strategies.","Global Business Strategy, International Marketing, Cross-Cultural Management",www.bcu.ac.uk/courses/international-business-top-up-ba-hons
C_BCU012_02,UK012,COMPUTER_SCIENCE,BSc (Hons) Computing and IT (Top-up),Topup,2026,September,1 Year,City Centre Campus,"Level 5 HND Computing; IELTS 6.0","Advanced entry to completion of a full computer science honours degree.","Individual Project, Data Analytics, Strategic IT Planning",www.bcu.ac.uk/courses/computing-it-top-up-bsc-hons
C_NEW013_01,UK013,EDUCATION,BA (Hons) Early Childhood Education (Top-up),Topup,2026,September,1 Year,Birmingham Campus,"Level 5 in Early Years; IELTS 6.0","A professional final year to upgrade from a Foundation Degree to a full Honours in Education.","Research in Education, Safeguarding Children, Leadership in the Early Years",www.newman.ac.uk/course/early-childhood-education-top-up/
C_BOU014_01,UK014,BUSINESS_MANAGEMENT,BA (Hons) Business & Management (Top-up),Topup,2026,September,1 Year,Talbot Campus,"Level 5 HND; IELTS 6.0","A final year program to convert a foundation degree into a BA honours degree with a business focus.","Contemporary Issues in Business, Strategic Management, Dissertation",www.bournemouth.ac.uk/study/courses/ba-hons-business-management-top
C_BNU016_01,UK016,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,High Wycombe Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","A career-focused final year designed to develop strategic leadership and professional management skills.","Strategic Management, Business Plan, International Marketing",www.bnu.ac.uk/courses/undergraduate/ba-hons-business-management-top-up
C_BNU016_02,UK016,FINANCE,BSc (Hons) Finance and Business (Top-up),Topup,2026,September,1 Year,High Wycombe Campus,"Level 5 in Finance/Accounting; IELTS 6.0","Integrates financial theory with business strategy to prepare graduates for high-level corporate roles.","Corporate Finance, Strategic Management, Financial Reporting",www.bnu.ac.uk/courses/undergraduate/bsc-hons-finance-and-business-top-up
C_CCC017_01,UK017,EDUCATION,BA (Hons) Childhood and Youth Studies (Top-up),Topup,2026,September,1 Year,Canterbury Campus,"Level 5 in Education/Childcare; IELTS 6.0","A specialist final year for those working with children in diverse educational and community settings.","Research Methods, Inclusion and Diversity, Professional Practice Portfolio",www.canterbury.ac.uk/study-here/courses/undergraduate/childhood-and-youth-studies-top-up
C_CCC017_02,UK017,BUSINESS_MANAGEMENT,BSc (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Canterbury Campus,"Level 5 HND in Business; IELTS 6.0","Prepares students for management roles by focusing on contemporary business challenges and innovation.","Strategic Management, International Marketing, Applied Business Project",www.canterbury.ac.uk/study-here/courses/undergraduate/business-management-top-up
C_CMU018_01,UK018,BANKING_AND_FINANCE,BSc (Hons) International Banking & Finance (Top-up),Topup,2026,September,1 Year,Llandaff Campus,"Level 5 in Finance/Accounting; IELTS 6.0","Focused on global financial markets, investment analysis, and the banking sector.","International Finance, Investment Market Concepts, Portfolio Management",www.cardiffmet.ac.uk/courses/undergraduate/bsc-international-banking-and-finance-top-up
C_CMU018_02,UK018,ACCOUNTING,BSc (Hons) International Accounting and Finance (Top-up),Topup,2026,September,1 Year,Llandaff Campus,"Level 5 HND; IELTS 6.0","A professional-track program providing deep insights into international financial reporting standards.","Strategic Management Accounting, Audit and Assurance, Taxation",www.cardiffmet.ac.uk/courses/undergraduate/bsc-international-accounting-and-finance-top-up
C_COV021_01,UK021,BUSINESS_MANAGEMENT,BA (Hons) Business Management & Leadership (Top-up),Topup,2026,September,1 Year,Coventry Campus,"Level 5 HND/Diploma; IELTS 6.0","A final year to develop high-level leadership skills and strategic business awareness.","Strategic Management, Leadership and Change, Marketing Strategy",www.coventry.ac.uk/cuc/study/top-up-degrees/business-management-leadership
C_COV021_02,UK021,CYBER_SECURITY,BSc (Hons) Cloud Computing (Top-up),Topup,2026,September,1 Year,Coventry Campus,"Level 5 in Computing; IELTS 6.0","Focused on cloud infrastructure, deployment models, and secure cloud environments.","Cloud Infrastructure, Secure Systems, Distributed Systems",www.coventry.ac.uk/cuc/study/top-up-degrees/cloud-computing
C_DMU023_01,UK023,BUSINESS_ADMINISTRATION,BA (Hons) Business Administration and Management (Top-up),Topup,2026,September,1 Year,Leicester Campus,"Level 5 HND in Business; IELTS 6.0","A globally-focused final year designed to refine management expertise for the corporate world.","Strategic Management, Global Business Issues, Creative Management",www.dmu.ac.uk/study/courses/ba-hons-business-administration-and-management-top-up
C_DMU023_02,UK023,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Leicester Campus,"Level 5 HND Computing; IELTS 6.0","Advanced entry to complete an honours degree with a focus on current computing trends.","Advanced Software Development, Database Systems, Computer Ethics",www.dmu.ac.uk/study/courses/bsc-hons-computing-top-up
C_EHU024_01,UK024,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Ormskirk Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","Professional final year focused on strategic leadership and global enterprise.","Strategic Management, Contemporary Management Issues, Research Project",www.edgehill.ac.uk/courses/business-management-top-up
C_ENU025_01,UK025,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Craiglockhart Campus,"Level 5 HND; IELTS 6.0","Intensive final year providing a global perspective on management and innovation.","Strategic Management, International Marketing, Managing Innovation",www.napier.ac.uk/courses/ba-hons-business-management-top-up
C_ENU025_02,UK025,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Merchiston Campus,"Level 5 HND in Computing; IELTS 6.0","Advanced entry program focusing on software engineering and information systems.","Software Engineering, Information Systems Strategy, Honours Project",www.napier.ac.uk/courses/bsc-hons-computing-top-up
C_FAL026_01,UK026,CREATIVE_WRITING,BA (Hons) Creative Writing (Top-up),Topup,2026,September,1 Year,Falmouth Campus,"Level 5 in related field; Portfolio; IELTS 6.5","A specialist final year for writers to produce a major professional manuscript and explore industry pathways.","Professional Portfolio, Creative Research, Major Project",www.falmouth.ac.uk/study/undergraduate/creative-writing-top-up
C_FAL026_02,UK026,BUSINESS_MANAGEMENT,BA (Hons) Business & Entrepreneurship (Top-up),Topup,2026,September,1 Year,Penryn Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","Focuses on launching ventures and strategic growth specifically within the creative and digital sectors.","Venture Launch, Strategic Management, Creative Branding",www.falmouth.ac.uk/study/undergraduate/business-entrepreneurship-top-up
C_GCU027_01,UK027,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Glasgow Campus,"Level 5 HND Business; IELTS 6.0","A comprehensive final year to achieve honours level in international business strategy and ethics.","International Management, Ethics and Sustainability, Honours Dissertation",www.gcu.ac.uk/study/courses/ba-hons-business-management-top-up
C_HAU029_01,UK029,AGRICULTURE,BSc (Hons) Agriculture (Top-up),Topup,2026,September,1 Year,Newport Campus,"Foundation Degree/HND Agriculture; IELTS 6.0","A specialist top-up for technical agriculturalists to move into strategic farm management roles.","Farm Strategic Management, Sustainable Crop Production, Honours Project",www.harper-adams.ac.uk/courses/undergraduate/bsc-hons-agriculture-top-up
C_HAR030_01,UK030,SPORTS_SCIENCE,BSc (Hons) Sports Coaching (Top-up),Topup,2026,September,1 Year,Gloucester Campus,"Level 5 in Sports; IELTS 6.0","Refines coaching philosophy and performance analysis at an honours degree level for professional sports environments.","High Performance Coaching, Sports Analytics, Honours Dissertation",www.hartpury.ac.uk/courses/undergraduate/bsc-hons-sports-coaching-top-up
C_KIN035_01,UK035,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Kingston Hill Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","A specialist final year designed to transition diploma students into strategic management roles.","Strategic Management, International Marketing, Global Business Issues",www.kingston.ac.uk/undergraduate/courses/business-management-top-up
C_KIN035_02,UK035,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Penrhyn Road Campus,"Level 5 HND in Computing; IELTS 6.0","Focuses on software engineering and information systems management for technical professionals.","Individual Project, Advanced Software Engineering, IT Management",www.kingston.ac.uk/undergraduate/courses/computing-top-up
C_LAU037_01,UK037,FINE_ART,BA (Hons) Fine Art (Top-up),Topup,2026,September,1 Year,Blenheim Walk Campus,"Level 5 in Art/Design; Portfolio; IELTS 6.0","Studio-based final year allowing artists to develop a professional body of work.","Professional Practice, Major Project, Contextual Studies",www.leeds-art.ac.uk/study/undergraduate-courses/fine-art-top-up
C_LBU038_01,UK038,HOSPITALITY_MANAGEMENT,BA (Hons) International Hospitality Management (Top-up),Topup,2026,September,1 Year,City Campus,"Level 5 HND; IELTS 6.0","Prepares graduates for leadership roles in the global hospitality and events industry.","Strategic Hospitality Management, Financial Management, Research Project",www.leedsbeckett.ac.uk/courses/international-hospitality-management-top-up
C_LBU038_02,UK038,MARKETING,BA (Hons) Marketing (Top-up),Topup,2026,September,1 Year,City Campus,"Level 5 HND Marketing/Business; IELTS 6.0","Advanced marketing strategy focus for students holding a business-related diploma.","Strategic Marketing, Consumer Behaviour, Digital Marketing",www.leedsbeckett.ac.uk/courses/marketing-top-up
C_LTU039_01,UK039,BUSINESS_MANAGEMENT,BA (Hons) Business and Management (Top-up),Topup,2026,September,1 Year,Horsforth Campus,"Level 5 HND; IELTS 6.0","Designed to bridge the gap to an honours degree with a focus on ethical leadership.","Business Strategy, Management and Leadership, Professional Development",www.leedstrinity.ac.uk/courses/business-and-management-top-up
C_BGU040_01,UK040,EDUCATION,BA (Hons) Education Studies (Top-up),Topup,2026,September,1 Year,Lincoln Campus,"Level 5 in Education/Early Years; IELTS 6.0","A professional final year to upgrade a foundation degree into a full honours in education.","Contemporary Issues in Education, Research Methods, Dissertation",www.lincolnbishop.ac.uk/courses/ba-hons-education-studies-top-up
C_LHU041_01,UK041,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Hope Park Campus,"Level 5 HND/Diploma; IELTS 6.0","A comprehensive final year providing advanced insights into global management and professional ethics.","Strategic Management, International Marketing, Honours Project",www.hope.ac.uk/undergraduate/undergraduatecourses/businessmanagementtopup
C_LJM042_01,UK042,BUSINESS_ADMINISTRATION,BA (Hons) Business Administration (Top-up),Topup,2026,September,1 Year,Mount Pleasant Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","Focused on management practice and strategic decision-making in a global corporate context.","Strategic Management, Global Business Environment, Business Project",www.ljmu.ac.uk/study/courses/undergraduate/business-administration-top-up
C_LJM042_02,UK042,QUANTITY_SURVEYING,BSc (Hons) Quantity Surveying (Top-up),Topup,2026,September,1 Year,Byrom Street Campus,"Level 5 HND in Construction; IELTS 6.0","A professional-track program for diploma holders seeking RICS-aligned accreditation.","Construction Law, Procurement and Tendering, Measurement",www.ljmu.ac.uk/study/courses/undergraduate/quantity-surveying-top-up
C_LMU045_01,UK045,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Holloway Campus,"Level 5 HND/Diploma; IELTS 6.0","A professional final year focused on strategic leadership and global enterprise in a London context.","Strategic Management, Business Ethics, International Marketing",www.londonmet.ac.uk/courses/undergraduate/business-management-top-up-ba-hons/
C_LMU045_02,UK045,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Holloway Campus,"Level 5 HND in Computing; IELTS 6.0","Technical final year focusing on software engineering and information systems management.","Advanced Software Engineering, Information Systems Strategy, Project",www.londonmet.ac.uk/courses/undergraduate/computing-top-up-bsc-hons/
C_LSB046_01,UK046,ACCOUNTING,BA (Hons) Accounting and Finance (Top-up),Topup,2026,September,1 Year,Southwark Campus,"Level 5 HND in Accounting; IELTS 6.0","A professional-track final year offering exemptions from major accounting bodies and focusing on strategic financial reporting.","Advanced Financial Accounting, Audit and Assurance, Taxation",www.lsbu.ac.uk/study/course-finder/accounting-finance-top-up-ba-hons
C_LSB046_02,UK046,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Southwark Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","Develops strategic management skills for leadership roles in the global business environment with a focus on enterprise.","Strategic Management, Contemporary Issues in Business, Management Project",www.lsbu.ac.uk/study/course-finder/business-management-top-up-ba-hons
C_MMU047_01,UK047,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Manchester Campus,"Level 5 HND Business; IELTS 6.0","A terminal year for diploma holders to gain a globally recognised business honours degree from a triple-accredited school.","Strategic Management, Global Business, Research Methods",www.mmu.ac.uk/study/undergraduate/course/ba-business-management-top-up/
C_MMU047_02,UK047,HOSPITALITY_MANAGEMENT,BA (Hons) International Hospitality Management (Top-up),Topup,2026,September,1 Year,Manchester Campus,"Level 5 HND Hospitality; IELTS 6.0","Advanced management training for leadership roles in the international hospitality and service sector.","Strategic Management, Revenue Management, Research Project",www.mmu.ac.uk/study/undergraduate/course/ba-international-hospitality-management-top-up/
C_MID048_01,UK048,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Hendon Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","Prepares students for management careers through a focus on strategic planning and leadership development.","Strategic Management, Marketing Strategy, Human Resource Management",www.mdx.ac.uk/courses/undergraduate/business-management-top-up-ba
C_MID048_02,UK048,COMPUTER_ENGINEERING,BSc (Hons) Computer Networks (Top-up),Topup,2026,September,1 Year,Hendon Campus,"Level 5 in Computing/Networks; IELTS 6.0","Technical final year focusing on network design, cloud security, and systems administration.","Network Security, Distributed Systems, Project",www.mdx.ac.uk/courses/undergraduate/computer-networks-top-up-bsc
C_NUA051_01,UK051,DESIGN,BA (Hons) Graphic Design (Top-up),Topup,2026,September,1 Year,Norwich Campus,"Level 5 in Design; Portfolio; IELTS 6.0","A creative studio-based final year for designers to refine their practice and professional portfolio.","Professional Practice, Studio Project, Research Report",norwichuni.ac.uk/study-at-nua/courses/ba-hons-graphic-design-top-up
C_NTU052_01,UK052,BUSINESS_MANAGEMENT,BA (Hons) Business (Top-up),Topup,2026,September,1 Year,City Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","Provides a strategic overview of business operations and leadership for final year entry.","Strategic Management, Contemporary Issues in Business, Dissertation",www.ntu.ac.uk/course/business-top-up
